reading datetime,discharge(cubic feet per second)
1990-01-01 00:00:00,109
1990-01-02 00:00:00,108
1990-01-03 00:00:00,108
1990-01-04 00:00:00,123
1990-01-05 00:00:00,144
1990-01-06 00:00:00,149
1990-01-07 00:00:00,146
1990-01-08 00:00:00,140
1990-01-09 00:00:00,137
1990-01-10 00:00:00,140
1990-01-11 00:00:00,140
1990-01-12 00:00:00,138
1990-01-13 00:00:00,133
1990-01-14 00:00:00,128
1990-01-15 00:00:00,124
1990-01-16 00:00:00,123
1990-01-17 00:00:00,134
1990-01-18 00:00:00,151
1990-01-19 00:00:00,158
1990-01-20 00:00:00,158
1990-01-21 00:00:00,154
1990-01-22 00:00:00,148
1990-01-23 00:00:00,143
1990-01-24 00:00:00,139
1990-01-25 00:00:00,141
1990-01-26 00:00:00,145
1990-01-27 00:00:00,140
1990-01-28 00:00:00,137
1990-01-29 00:00:00,135
1990-01-30 00:00:00,131
1990-01-31 00:00:00,128
1990-02-01 00:00:00,128
1990-02-02 00:00:00,142
1990-02-03 00:00:00,141
1990-02-04 00:00:00,138
1990-02-05 00:00:00,132
1990-02-06 00:00:00,132
1990-02-07 00:00:00,131
1990-02-08 00:00:00,134
1990-02-09 00:00:00,146
1990-02-10 00:00:00,154
1990-02-11 00:00:00,154
1990-02-12 00:00:00,150
1990-02-13 00:00:00,149
1990-02-14 00:00:00,157
1990-02-15 00:00:00,173
1990-02-16 00:00:00,172
1990-02-17 00:00:00,167
1990-02-18 00:00:00,161
1990-02-19 00:00:00,157
1990-02-20 00:00:00,151
1990-02-21 00:00:00,147
1990-02-22 00:00:00,167
1990-02-23 00:00:00,209
1990-02-24 00:00:00,232
1990-02-25 00:00:00,240
1990-02-26 00:00:00,243
1990-02-27 00:00:00,231
1990-02-28 00:00:00,217
1990-03-01 00:00:00,206
1990-03-02 00:00:00,199
1990-03-03 00:00:00,196
1990-03-04 00:00:00,191
1990-03-05 00:00:00,189
1990-03-06 00:00:00,182
1990-03-07 00:00:00,174
1990-03-08 00:00:00,170
1990-03-09 00:00:00,181
1990-03-10 00:00:00,201
1990-03-11 00:00:00,226
1990-03-12 00:00:00,251
1990-03-13 00:00:00,278
1990-03-14 00:00:00,295
1990-03-15 00:00:00,295
1990-03-16 00:00:00,298
1990-03-17 00:00:00,286
1990-03-18 00:00:00,279
1990-03-19 00:00:00,272
1990-03-20 00:00:00,256
1990-03-21 00:00:00,243
1990-03-22 00:00:00,239
1990-03-23 00:00:00,247
1990-03-24 00:00:00,246
1990-03-25 00:00:00,239
1990-03-26 00:00:00,177
1990-03-27 00:00:00,130
1990-03-28 00:00:00,161
1990-03-29 00:00:00,178
1990-03-30 00:00:00,192
1990-03-31 00:00:00,198
1990-04-01 00:00:00,207
1990-04-02 00:00:00,110
1990-04-03 00:00:00,124
1990-04-04 00:00:00,162
1990-04-05 00:00:00,182
1990-04-06 00:00:00,140
1990-04-07 00:00:00,129
1990-04-08 00:00:00,158
1990-04-09 00:00:00,112
1990-04-10 00:00:00,120
1990-04-11 00:00:00,173
1990-04-12 00:00:00,200
1990-04-13 00:00:00,211
1990-04-14 00:00:00,217
1990-04-15 00:00:00,213
1990-04-16 00:00:00,116
1990-04-17 00:00:00,99.0
1990-04-18 00:00:00,142
1990-04-19 00:00:00,162
1990-04-20 00:00:00,180
1990-04-21 00:00:00,203
1990-04-22 00:00:00,204
1990-04-23 00:00:00,202
1990-04-24 00:00:00,193
1990-04-25 00:00:00,188
1990-04-26 00:00:00,186
1990-04-27 00:00:00,181
1990-04-28 00:00:00,174
1990-04-29 00:00:00,170
1990-04-30 00:00:00,167
1990-05-01 00:00:00,160
1990-05-02 00:00:00,158
1990-05-03 00:00:00,154
1990-05-04 00:00:00,162
1990-05-05 00:00:00,167
1990-05-06 00:00:00,161
1990-05-07 00:00:00,153
1990-05-08 00:00:00,147
1990-05-09 00:00:00,144
1990-05-10 00:00:00,132
1990-05-11 00:00:00,137
1990-05-12 00:00:00,134
1990-05-13 00:00:00,138
1990-05-14 00:00:00,131
1990-05-15 00:00:00,133
1990-05-16 00:00:00,135
1990-05-17 00:00:00,157
1990-05-18 00:00:00,175
1990-05-19 00:00:00,189
1990-05-20 00:00:00,197
1990-05-21 00:00:00,203
1990-05-22 00:00:00,195
1990-05-23 00:00:00,188
1990-05-24 00:00:00,182
1990-05-25 00:00:00,173
1990-05-26 00:00:00,169
1990-05-27 00:00:00,162
1990-05-28 00:00:00,159
1990-05-29 00:00:00,153
1990-05-30 00:00:00,143
1990-05-31 00:00:00,137
1990-06-01 00:00:00,135
1990-06-02 00:00:00,126
1990-06-03 00:00:00,123
1990-06-04 00:00:00,126
1990-06-05 00:00:00,116
1990-06-06 00:00:00,110
1990-06-07 00:00:00,110
1990-06-08 00:00:00,118
1990-06-09 00:00:00,120
1990-06-10 00:00:00,123
1990-06-11 00:00:00,123
1990-06-12 00:00:00,118
1990-06-13 00:00:00,114
1990-06-14 00:00:00,124
1990-06-15 00:00:00,131
1990-06-16 00:00:00,124
1990-06-17 00:00:00,112
1990-06-18 00:00:00,101
1990-06-19 00:00:00,94.0
1990-06-20 00:00:00,90.0
1990-06-21 00:00:00,90.0
1990-06-22 00:00:00,92.0
1990-06-23 00:00:00,103
1990-06-24 00:00:00,109
1990-06-25 00:00:00,106
1990-06-26 00:00:00,98.0
1990-06-27 00:00:00,96.0
1990-06-28 00:00:00,98.0
1990-06-29 00:00:00,100
1990-06-30 00:00:00,105
1990-07-01 00:00:00,110
1990-07-02 00:00:00,105
1990-07-03 00:00:00,52.0
1990-07-04 00:00:00,11.0
1990-07-05 00:00:00,15.0
1990-07-06 00:00:00,26.0
1990-07-07 00:00:00,36.0
1990-07-08 00:00:00,42.0
1990-07-09 00:00:00,48.0
1990-07-10 00:00:00,49.0
1990-07-11 00:00:00,51.0
1990-07-12 00:00:00,53.0
1990-07-13 00:00:00,50.0
1990-07-14 00:00:00,50.0
1990-07-15 00:00:00,52.0
1990-07-16 00:00:00,51.0
1990-07-17 00:00:00,50.0
1990-07-18 00:00:00,49.0
1990-07-19 00:00:00,48.0
1990-07-20 00:00:00,50.0
1990-07-21 00:00:00,51.0
1990-07-22 00:00:00,51.0
1990-07-23 00:00:00,50.0
1990-07-24 00:00:00,49.0
1990-07-25 00:00:00,47.0
1990-07-26 00:00:00,44.0
1990-07-27 00:00:00,41.0
1990-07-28 00:00:00,38.0
1990-07-29 00:00:00,36.0
1990-07-30 00:00:00,40.0
1990-07-31 00:00:00,41.0
1990-08-01 00:00:00,40.0
1990-08-02 00:00:00,39.0
1990-08-03 00:00:00,38.0
1990-08-04 00:00:00,41.0
1990-08-05 00:00:00,48.0
1990-08-06 00:00:00,45.0
1990-08-07 00:00:00,44.0
1990-08-08 00:00:00,43.0
1990-08-09 00:00:00,42.0
1990-08-10 00:00:00,40.0
1990-08-11 00:00:00,33.0
1990-08-12 00:00:00,35.0
1990-08-13 00:00:00,60.0
1990-08-14 00:00:00,60.0
1990-08-15 00:00:00,55.0
1990-08-16 00:00:00,50.0
1990-08-17 00:00:00,45.0
1990-08-18 00:00:00,42.0
1990-08-19 00:00:00,75.0
1990-08-20 00:00:00,86.0
1990-08-21 00:00:00,88.0
1990-08-22 00:00:00,90.0
1990-08-23 00:00:00,84.0
1990-08-24 00:00:00,78.0
1990-08-25 00:00:00,72.0
1990-08-26 00:00:00,64.0
1990-08-27 00:00:00,60.0
1990-08-28 00:00:00,57.0
1990-08-29 00:00:00,53.0
1990-08-30 00:00:00,50.0
1990-08-31 00:00:00,49.0
1990-09-01 00:00:00,49.0
1990-09-02 00:00:00,48.0
1990-09-03 00:00:00,45.0
1990-09-04 00:00:00,42.0
1990-09-05 00:00:00,40.0
1990-09-06 00:00:00,50.0
1990-09-07 00:00:00,151
1990-09-08 00:00:00,157
1990-09-09 00:00:00,154
1990-09-10 00:00:00,146
1990-09-11 00:00:00,132
1990-09-12 00:00:00,111
1990-09-13 00:00:00,95.0
1990-09-14 00:00:00,90.0
1990-09-15 00:00:00,102
1990-09-16 00:00:00,114
1990-09-17 00:00:00,106
1990-09-18 00:00:00,105
1990-09-19 00:00:00,110
1990-09-20 00:00:00,120
1990-09-21 00:00:00,125
1990-09-22 00:00:00,130
1990-09-23 00:00:00,125
1990-09-24 00:00:00,120
1990-09-25 00:00:00,115
1990-09-26 00:00:00,110
1990-09-27 00:00:00,108
1990-09-28 00:00:00,107
1990-09-29 00:00:00,106
1990-09-30 00:00:00,105
1990-10-01 00:00:00,97.0
1990-10-02 00:00:00,91.0
1990-10-03 00:00:00,86.0
1990-10-04 00:00:00,152
1990-10-05 00:00:00,158
1990-10-06 00:00:00,155
1990-10-07 00:00:00,157
1990-10-08 00:00:00,158
1990-10-09 00:00:00,203
1990-10-10 00:00:00,256
1990-10-11 00:00:00,285
1990-10-12 00:00:00,297
1990-10-13 00:00:00,295
1990-10-14 00:00:00,281
1990-10-15 00:00:00,262
1990-10-16 00:00:00,244
1990-10-17 00:00:00,226
1990-10-18 00:00:00,221
1990-10-19 00:00:00,218
1990-10-20 00:00:00,209
1990-10-21 00:00:00,206
1990-10-22 00:00:00,298
1990-10-23 00:00:00,318
1990-10-24 00:00:00,230
1990-10-25 00:00:00,191
1990-10-26 00:00:00,169
1990-10-27 00:00:00,153
1990-10-28 00:00:00,147
1990-10-29 00:00:00,265
1990-10-30 00:00:00,321
1990-10-31 00:00:00,262
1990-11-01 00:00:00,224
1990-11-02 00:00:00,177
1990-11-03 00:00:00,159
1990-11-04 00:00:00,153
1990-11-05 00:00:00,181
1990-11-06 00:00:00,214
1990-11-07 00:00:00,277
1990-11-08 00:00:00,284
1990-11-09 00:00:00,245
1990-11-10 00:00:00,221
1990-11-11 00:00:00,201
1990-11-12 00:00:00,192
1990-11-13 00:00:00,209
1990-11-14 00:00:00,245
1990-11-15 00:00:00,261
1990-11-16 00:00:00,255
1990-11-17 00:00:00,234
1990-11-18 00:00:00,204
1990-11-19 00:00:00,199
1990-11-20 00:00:00,194
1990-11-21 00:00:00,184
1990-11-22 00:00:00,184
1990-11-23 00:00:00,181
1990-11-24 00:00:00,181
1990-11-25 00:00:00,179
1990-11-26 00:00:00,178
1990-11-27 00:00:00,181
1990-11-28 00:00:00,193
1990-11-29 00:00:00,204
1990-11-30 00:00:00,204
1990-12-01 00:00:00,202
1990-12-02 00:00:00,201
1990-12-03 00:00:00,208
1990-12-04 00:00:00,204
1990-12-05 00:00:00,205
1990-12-06 00:00:00,207
1990-12-07 00:00:00,203
1990-12-08 00:00:00,200
1990-12-09 00:00:00,196
1990-12-10 00:00:00,194
1990-12-11 00:00:00,192
1990-12-12 00:00:00,188
1990-12-13 00:00:00,187
1990-12-14 00:00:00,185
1990-12-15 00:00:00,183
1990-12-16 00:00:00,180
1990-12-17 00:00:00,178
1990-12-18 00:00:00,177
1990-12-19 00:00:00,177
1990-12-20 00:00:00,174
1990-12-21 00:00:00,175
1990-12-22 00:00:00,180
1990-12-23 00:00:00,191
1990-12-24 00:00:00,187
1990-12-25 00:00:00,187
1990-12-26 00:00:00,181
1990-12-27 00:00:00,176
1990-12-28 00:00:00,173
1990-12-29 00:00:00,200
1990-12-30 00:00:00,245
1990-12-31 00:00:00,267
1991-01-01 00:00:00,273
1991-01-02 00:00:00,260
1991-01-03 00:00:00,242
1991-01-04 00:00:00,228
1991-01-05 00:00:00,218
1991-01-06 00:00:00,210
1991-01-07 00:00:00,203
1991-01-08 00:00:00,197
1991-01-09 00:00:00,193
1991-01-10 00:00:00,189
1991-01-11 00:00:00,189
1991-01-12 00:00:00,191
1991-01-13 00:00:00,187
1991-01-14 00:00:00,182
1991-01-15 00:00:00,178
1991-01-16 00:00:00,181
1991-01-17 00:00:00,186
1991-01-18 00:00:00,188
1991-01-19 00:00:00,185
1991-01-20 00:00:00,186
1991-01-21 00:00:00,182
1991-01-22 00:00:00,177
1991-01-23 00:00:00,173
1991-01-24 00:00:00,198
1991-01-25 00:00:00,211
1991-01-26 00:00:00,191
1991-01-27 00:00:00,177
1991-01-28 00:00:00,163
1991-01-29 00:00:00,169
1991-01-30 00:00:00,181
1991-01-31 00:00:00,170
1991-02-01 00:00:00,162
1991-02-02 00:00:00,157
1991-02-03 00:00:00,156
1991-02-04 00:00:00,157
1991-02-05 00:00:00,161
1991-02-06 00:00:00,166
1991-02-07 00:00:00,121
1991-02-08 00:00:00,120
1991-02-09 00:00:00,145
1991-02-10 00:00:00,157
1991-02-11 00:00:00,160
1991-02-12 00:00:00,158
1991-02-13 00:00:00,156
1991-02-14 00:00:00,158
1991-02-15 00:00:00,156
1991-02-16 00:00:00,152
1991-02-17 00:00:00,152
1991-02-18 00:00:00,150
1991-02-19 00:00:00,156
1991-02-20 00:00:00,164
1991-02-21 00:00:00,171
1991-02-22 00:00:00,177
1991-02-23 00:00:00,178
1991-02-24 00:00:00,175
1991-02-25 00:00:00,170
1991-02-26 00:00:00,166
1991-02-27 00:00:00,161
1991-02-28 00:00:00,156
1991-03-01 00:00:00,152
1991-03-02 00:00:00,164
1991-03-03 00:00:00,183
1991-03-04 00:00:00,189
1991-03-05 00:00:00,176
1991-03-06 00:00:00,172
1991-03-07 00:00:00,180
1991-03-08 00:00:00,180
1991-03-09 00:00:00,177
1991-03-10 00:00:00,174
1991-03-11 00:00:00,171
1991-03-12 00:00:00,168
1991-03-13 00:00:00,165
1991-03-14 00:00:00,158
1991-03-15 00:00:00,152
1991-03-16 00:00:00,150
1991-03-17 00:00:00,150
1991-03-18 00:00:00,144
1991-03-19 00:00:00,141
1991-03-20 00:00:00,130
1991-03-21 00:00:00,122
1991-03-22 00:00:00,140
1991-03-23 00:00:00,138
1991-03-24 00:00:00,148
1991-03-25 00:00:00,76.0
1991-03-26 00:00:00,46.0
1991-03-27 00:00:00,83.0
1991-03-28 00:00:00,116
1991-03-29 00:00:00,150
1991-03-30 00:00:00,152
1991-03-31 00:00:00,147
1991-04-01 00:00:00,146
1991-04-02 00:00:00,102
1991-04-03 00:00:00,64.0
1991-04-04 00:00:00,88.0
1991-04-05 00:00:00,108
1991-04-06 00:00:00,114
1991-04-07 00:00:00,119
1991-04-08 00:00:00,123
1991-04-09 00:00:00,73.0
1991-04-10 00:00:00,61.0
1991-04-11 00:00:00,101
1991-04-12 00:00:00,117
1991-04-13 00:00:00,122
1991-04-14 00:00:00,127
1991-04-15 00:00:00,136
1991-04-16 00:00:00,95.0
1991-04-17 00:00:00,90.0
1991-04-18 00:00:00,119
1991-04-19 00:00:00,139
1991-04-20 00:00:00,169
1991-04-21 00:00:00,181
1991-04-22 00:00:00,105
1991-04-23 00:00:00,98.0
1991-04-24 00:00:00,151
1991-04-25 00:00:00,169
1991-04-26 00:00:00,174
1991-04-27 00:00:00,172
1991-04-28 00:00:00,172
1991-04-29 00:00:00,169
1991-04-30 00:00:00,162
1991-05-01 00:00:00,166
1991-05-02 00:00:00,164
1991-05-03 00:00:00,167
1991-05-04 00:00:00,158
1991-05-05 00:00:00,151
1991-05-06 00:00:00,155
1991-05-07 00:00:00,157
1991-05-08 00:00:00,160
1991-05-09 00:00:00,157
1991-05-10 00:00:00,153
1991-05-11 00:00:00,143
1991-05-12 00:00:00,140
1991-05-13 00:00:00,140
1991-05-14 00:00:00,140
1991-05-15 00:00:00,134
1991-05-16 00:00:00,127
1991-05-17 00:00:00,133
1991-05-18 00:00:00,123
1991-05-19 00:00:00,113
1991-05-20 00:00:00,102
1991-05-21 00:00:00,94.0
1991-05-22 00:00:00,86.0
1991-05-23 00:00:00,83.0
1991-05-24 00:00:00,91.0
1991-05-25 00:00:00,122
1991-05-26 00:00:00,144
1991-05-27 00:00:00,149
1991-05-28 00:00:00,151
1991-05-29 00:00:00,151
1991-05-30 00:00:00,145
1991-05-31 00:00:00,141
1991-06-01 00:00:00,160
1991-06-02 00:00:00,154
1991-06-03 00:00:00,150
1991-06-04 00:00:00,137
1991-06-05 00:00:00,126
1991-06-06 00:00:00,118
1991-06-07 00:00:00,111
1991-06-08 00:00:00,108
1991-06-09 00:00:00,100
1991-06-10 00:00:00,94.0
1991-06-11 00:00:00,108
1991-06-12 00:00:00,117
1991-06-13 00:00:00,109
1991-06-14 00:00:00,97.0
1991-06-15 00:00:00,90.0
1991-06-16 00:00:00,94.0
1991-06-17 00:00:00,87.0
1991-06-18 00:00:00,78.0
1991-06-19 00:00:00,67.0
1991-06-20 00:00:00,60.0
1991-06-21 00:00:00,56.0
1991-06-22 00:00:00,55.0
1991-06-23 00:00:00,65.0
1991-06-24 00:00:00,62.0
1991-06-25 00:00:00,63.0
1991-06-26 00:00:00,60.0
1991-06-27 00:00:00,58.0
1991-06-28 00:00:00,58.0
1991-06-29 00:00:00,57.0
1991-06-30 00:00:00,59.0
1991-07-01 00:00:00,48.0
1991-07-02 00:00:00,46.0
1991-07-03 00:00:00,42.0
1991-07-04 00:00:00,39.0
1991-07-05 00:00:00,34.0
1991-07-06 00:00:00,33.0
1991-07-07 00:00:00,65.0
1991-07-08 00:00:00,88.0
1991-07-09 00:00:00,81.0
1991-07-10 00:00:00,72.0
1991-07-11 00:00:00,67.0
1991-07-12 00:00:00,60.0
1991-07-13 00:00:00,61.0
1991-07-14 00:00:00,58.0
1991-07-15 00:00:00,54.0
1991-07-16 00:00:00,50.0
1991-07-17 00:00:00,45.0
1991-07-18 00:00:00,44.0
1991-07-19 00:00:00,42.0
1991-07-20 00:00:00,39.0
1991-07-21 00:00:00,38.0
1991-07-22 00:00:00,41.0
1991-07-23 00:00:00,43.0
1991-07-24 00:00:00,35.0
1991-07-25 00:00:00,32.0
1991-07-26 00:00:00,29.0
1991-07-27 00:00:00,28.0
1991-07-28 00:00:00,27.0
1991-07-29 00:00:00,29.0
1991-07-30 00:00:00,36.0
1991-07-31 00:00:00,38.0
1991-08-01 00:00:00,40.0
1991-08-02 00:00:00,39.0
1991-08-03 00:00:00,42.0
1991-08-04 00:00:00,41.0
1991-08-05 00:00:00,40.0
1991-08-06 00:00:00,39.0
1991-08-07 00:00:00,37.0
1991-08-08 00:00:00,49.0
1991-08-09 00:00:00,76.0
1991-08-10 00:00:00,76.0
1991-08-11 00:00:00,69.0
1991-08-12 00:00:00,61.0
1991-08-13 00:00:00,58.0
1991-08-14 00:00:00,54.0
1991-08-15 00:00:00,50.0
1991-08-16 00:00:00,48.0
1991-08-17 00:00:00,52.0
1991-08-18 00:00:00,65.0
1991-08-19 00:00:00,83.0
1991-08-20 00:00:00,101
1991-08-21 00:00:00,102
1991-08-22 00:00:00,99.0
1991-08-23 00:00:00,91.0
1991-08-24 00:00:00,79.0
1991-08-25 00:00:00,70.0
1991-08-26 00:00:00,61.0
1991-08-27 00:00:00,57.0
1991-08-28 00:00:00,56.0
1991-08-29 00:00:00,55.0
1991-08-30 00:00:00,57.0
1991-08-31 00:00:00,63.0
1991-09-01 00:00:00,59.0
1991-09-02 00:00:00,55.0
1991-09-03 00:00:00,54.0
1991-09-04 00:00:00,67.0
1991-09-05 00:00:00,65.0
1991-09-06 00:00:00,64.0
1991-09-07 00:00:00,60.0
1991-09-08 00:00:00,61.0
1991-09-09 00:00:00,59.0
1991-09-10 00:00:00,60.0
1991-09-11 00:00:00,57.0
1991-09-12 00:00:00,53.0
1991-09-13 00:00:00,52.0
1991-09-14 00:00:00,52.0
1991-09-15 00:00:00,51.0
1991-09-16 00:00:00,49.0
1991-09-17 00:00:00,49.0
1991-09-18 00:00:00,47.0
1991-09-19 00:00:00,44.0
1991-09-20 00:00:00,42.0
1991-09-21 00:00:00,43.0
1991-09-22 00:00:00,44.0
1991-09-23 00:00:00,47.0
1991-09-24 00:00:00,49.0
1991-09-25 00:00:00,51.0
1991-09-26 00:00:00,56.0
1991-09-27 00:00:00,56.0
1991-09-28 00:00:00,56.0
1991-09-29 00:00:00,58.0
1991-09-30 00:00:00,54.0
1991-10-01 00:00:00,53.0
1991-10-02 00:00:00,54.0
1991-10-03 00:00:00,97.0
1991-10-04 00:00:00,115
1991-10-05 00:00:00,112
1991-10-06 00:00:00,107
1991-10-07 00:00:00,97.0
1991-10-08 00:00:00,83.0
1991-10-09 00:00:00,78.0
1991-10-10 00:00:00,76.0
1991-10-11 00:00:00,73.0
1991-10-12 00:00:00,71.0
1991-10-13 00:00:00,65.0
1991-10-14 00:00:00,62.0
1991-10-15 00:00:00,62.0
1991-10-16 00:00:00,61.0
1991-10-17 00:00:00,59.0
1991-10-18 00:00:00,61.0
1991-10-19 00:00:00,66.0
1991-10-20 00:00:00,65.0
1991-10-21 00:00:00,63.0
1991-10-22 00:00:00,62.0
1991-10-23 00:00:00,62.0
1991-10-24 00:00:00,63.0
1991-10-25 00:00:00,73.0
1991-10-26 00:00:00,91.0
1991-10-27 00:00:00,132
1991-10-28 00:00:00,139
1991-10-29 00:00:00,132
1991-10-30 00:00:00,124
1991-10-31 00:00:00,122
1991-11-01 00:00:00,188
1991-11-02 00:00:00,183
1991-11-03 00:00:00,148
1991-11-04 00:00:00,132
1991-11-05 00:00:00,187
1991-11-06 00:00:00,184
1991-11-07 00:00:00,219
1991-11-08 00:00:00,198
1991-11-09 00:00:00,149
1991-11-10 00:00:00,129
1991-11-11 00:00:00,121
1991-11-12 00:00:00,164
1991-11-13 00:00:00,163
1991-11-14 00:00:00,174
1991-11-15 00:00:00,174
1991-11-16 00:00:00,157
1991-11-17 00:00:00,141
1991-11-18 00:00:00,157
1991-11-19 00:00:00,160
1991-11-20 00:00:00,189
1991-11-21 00:00:00,196
1991-11-22 00:00:00,194
1991-11-23 00:00:00,181
1991-11-24 00:00:00,160
1991-11-25 00:00:00,154
1991-11-26 00:00:00,144
1991-11-27 00:00:00,136
1991-11-28 00:00:00,140
1991-11-29 00:00:00,151
1991-11-30 00:00:00,159
1991-12-01 00:00:00,173
1991-12-02 00:00:00,175
1991-12-03 00:00:00,170
1991-12-04 00:00:00,165
1991-12-05 00:00:00,164
1991-12-06 00:00:00,163
1991-12-07 00:00:00,161
1991-12-08 00:00:00,165
1991-12-09 00:00:00,183
1991-12-10 00:00:00,183
1991-12-11 00:00:00,183
1991-12-12 00:00:00,176
1991-12-13 00:00:00,185
1991-12-14 00:00:00,180
1991-12-15 00:00:00,181
1991-12-16 00:00:00,179
1991-12-17 00:00:00,175
1991-12-18 00:00:00,169
1991-12-19 00:00:00,164
1991-12-20 00:00:00,159
1991-12-21 00:00:00,159
1991-12-22 00:00:00,155
1991-12-23 00:00:00,153
1991-12-24 00:00:00,150
1991-12-25 00:00:00,148
1991-12-26 00:00:00,145
1991-12-27 00:00:00,143
1991-12-28 00:00:00,142
1991-12-29 00:00:00,149
1991-12-30 00:00:00,151
1991-12-31 00:00:00,147
1992-01-01 00:00:00,145
1992-01-02 00:00:00,143
1992-01-03 00:00:00,145
1992-01-04 00:00:00,153
1992-01-05 00:00:00,158
1992-01-06 00:00:00,159
1992-01-07 00:00:00,158
1992-01-08 00:00:00,155
1992-01-09 00:00:00,154
1992-01-10 00:00:00,152
1992-01-11 00:00:00,150
1992-01-12 00:00:00,146
1992-01-13 00:00:00,147
1992-01-14 00:00:00,155
1992-01-15 00:00:00,153
1992-01-16 00:00:00,150
1992-01-17 00:00:00,147
1992-01-18 00:00:00,141
1992-01-19 00:00:00,137
1992-01-20 00:00:00,138
1992-01-21 00:00:00,135
1992-01-22 00:00:00,133
1992-01-23 00:00:00,134
1992-01-24 00:00:00,137
1992-01-25 00:00:00,138
1992-01-26 00:00:00,136
1992-01-27 00:00:00,133
1992-01-28 00:00:00,130
1992-01-29 00:00:00,128
1992-01-30 00:00:00,127
1992-01-31 00:00:00,126
1992-02-01 00:00:00,124
1992-02-02 00:00:00,122
1992-02-03 00:00:00,120
1992-02-04 00:00:00,118
1992-02-05 00:00:00,115
1992-02-06 00:00:00,114
1992-02-07 00:00:00,113
1992-02-08 00:00:00,112
1992-02-09 00:00:00,108
1992-02-10 00:00:00,105
1992-02-11 00:00:00,104
1992-02-12 00:00:00,101
1992-02-13 00:00:00,99.0
1992-02-14 00:00:00,97.0
1992-02-15 00:00:00,109
1992-02-16 00:00:00,122
1992-02-17 00:00:00,128
1992-02-18 00:00:00,131
1992-02-19 00:00:00,135
1992-02-20 00:00:00,141
1992-02-21 00:00:00,147
1992-02-22 00:00:00,148
1992-02-23 00:00:00,151
1992-02-24 00:00:00,151
1992-02-25 00:00:00,154
1992-02-26 00:00:00,156
1992-02-27 00:00:00,155
1992-02-28 00:00:00,154
1992-02-29 00:00:00,152
1992-03-01 00:00:00,148
1992-03-02 00:00:00,146
1992-03-03 00:00:00,142
1992-03-04 00:00:00,139
1992-03-05 00:00:00,136
1992-03-06 00:00:00,138
1992-03-07 00:00:00,142
1992-03-08 00:00:00,144
1992-03-09 00:00:00,144
1992-03-10 00:00:00,158
1992-03-11 00:00:00,156
1992-03-12 00:00:00,148
1992-03-13 00:00:00,140
1992-03-14 00:00:00,136
1992-03-15 00:00:00,131
1992-03-16 00:00:00,128
1992-03-17 00:00:00,130
1992-03-18 00:00:00,132
1992-03-19 00:00:00,130
1992-03-20 00:00:00,128
1992-03-21 00:00:00,128
1992-03-22 00:00:00,140
1992-03-23 00:00:00,138
1992-03-24 00:00:00,134
1992-03-25 00:00:00,116
1992-03-26 00:00:00,116
1992-03-27 00:00:00,92.0
1992-03-28 00:00:00,81.0
1992-03-29 00:00:00,109
1992-03-30 00:00:00,125
1992-03-31 00:00:00,123
1992-04-01 00:00:00,80.0
1992-04-02 00:00:00,85.0
1992-04-03 00:00:00,90.0
1992-04-04 00:00:00,93.0
1992-04-05 00:00:00,95.0
1992-04-06 00:00:00,97.0
1992-04-07 00:00:00,100
1992-04-08 00:00:00,85.0
1992-04-09 00:00:00,70.0
1992-04-10 00:00:00,80.0
1992-04-11 00:00:00,87.0
1992-04-12 00:00:00,90.0
1992-04-13 00:00:00,70.0
1992-04-14 00:00:00,60.0
1992-04-15 00:00:00,70.0
1992-04-16 00:00:00,80.0
1992-04-17 00:00:00,90.0
1992-04-18 00:00:00,100
1992-04-19 00:00:00,80.0
1992-04-20 00:00:00,60.0
1992-04-21 00:00:00,97.0
1992-04-22 00:00:00,146
1992-04-23 00:00:00,177
1992-04-24 00:00:00,211
1992-04-25 00:00:00,234
1992-04-26 00:00:00,257
1992-04-27 00:00:00,262
1992-04-28 00:00:00,254
1992-04-29 00:00:00,244
1992-04-30 00:00:00,238
1992-05-01 00:00:00,198
1992-05-02 00:00:00,146
1992-05-03 00:00:00,135
1992-05-04 00:00:00,145
1992-05-05 00:00:00,80.0
1992-05-06 00:00:00,31.0
1992-05-07 00:00:00,36.0
1992-05-08 00:00:00,64.0
1992-05-09 00:00:00,94.0
1992-05-10 00:00:00,110
1992-05-11 00:00:00,116
1992-05-12 00:00:00,117
1992-05-13 00:00:00,128
1992-05-14 00:00:00,116
1992-05-15 00:00:00,111
1992-05-16 00:00:00,105
1992-05-17 00:00:00,107
1992-05-18 00:00:00,138
1992-05-19 00:00:00,126
1992-05-20 00:00:00,114
1992-05-21 00:00:00,103
1992-05-22 00:00:00,91.0
1992-05-23 00:00:00,91.0
1992-05-24 00:00:00,91.0
1992-05-25 00:00:00,82.0
1992-05-26 00:00:00,80.0
1992-05-27 00:00:00,77.0
1992-05-28 00:00:00,73.0
1992-05-29 00:00:00,71.0
1992-05-30 00:00:00,76.0
1992-05-31 00:00:00,81.0
1992-06-01 00:00:00,82.0
1992-06-02 00:00:00,81.0
1992-06-03 00:00:00,82.0
1992-06-04 00:00:00,86.0
1992-06-05 00:00:00,84.0
1992-06-06 00:00:00,82.0
1992-06-07 00:00:00,86.0
1992-06-08 00:00:00,89.0
1992-06-09 00:00:00,86.0
1992-06-10 00:00:00,78.0
1992-06-11 00:00:00,71.0
1992-06-12 00:00:00,65.0
1992-06-13 00:00:00,61.0
