reading datetime,discharge(cubic feet per second)
2002-10-03 00:00:00,42.9
2002-10-04 00:00:00,40.9
2002-10-05 00:00:00,46.7
2002-10-06 00:00:00,44.2
2002-10-07 00:00:00,42.7
2002-10-08 00:00:00,39.9
2002-10-09 00:00:00,38.7
2002-10-10 00:00:00,38.5
2002-10-11 00:00:00,38.0
2002-10-12 00:00:00,36.3
2002-10-13 00:00:00,36.4
2002-10-14 00:00:00,34.9
2002-10-15 00:00:00,35.7
2002-10-16 00:00:00,37.2
2002-10-17 00:00:00,36.1
2002-10-18 00:00:00,36.4
2002-10-19 00:00:00,41.3
2002-10-20 00:00:00,42.9
2002-10-21 00:00:00,44.3
2002-10-22 00:00:00,49.2
2002-10-23 00:00:00,52.0
2002-10-24 00:00:00,51.0
2002-10-25 00:00:00,52.2
2002-10-26 00:00:00,55.5
2002-10-27 00:00:00,56.3
2002-10-28 00:00:00,56.3
2002-10-29 00:00:00,55.3
2002-10-30 00:00:00,51.2
2002-10-31 00:00:00,98.4
2002-11-01 00:00:00,110
2002-11-02 00:00:00,81.5
2002-11-03 00:00:00,68.7
2002-11-04 00:00:00,119
2002-11-05 00:00:00,125
2002-11-06 00:00:00,161
2002-11-07 00:00:00,163
2002-11-08 00:00:00,100
2002-11-09 00:00:00,73.8
2002-11-10 00:00:00,80.9
2002-11-11 00:00:00,160
2002-11-12 00:00:00,154
2002-11-13 00:00:00,142
2002-11-14 00:00:00,126
2002-11-15 00:00:00,109
2002-11-16 00:00:00,90.3
2002-11-17 00:00:00,74.3
2002-11-18 00:00:00,135
2002-11-19 00:00:00,137
2002-11-20 00:00:00,152
2002-11-21 00:00:00,153
2002-11-22 00:00:00,163
2002-11-23 00:00:00,146
2002-11-24 00:00:00,121
2002-11-25 00:00:00,106
2002-11-26 00:00:00,116
2002-11-27 00:00:00,107
2002-11-28 00:00:00,89.8
2002-11-29 00:00:00,80.5
2002-11-30 00:00:00,80.8
2002-12-01 00:00:00,74.6
2002-12-02 00:00:00,75.9
2002-12-03 00:00:00,73.5
2002-12-04 00:00:00,71.0
2002-12-05 00:00:00,68.8
2002-12-06 00:00:00,68.2
2002-12-07 00:00:00,66.7
2002-12-08 00:00:00,67.0
2002-12-09 00:00:00,65.0
2002-12-10 00:00:00,63.7
2002-12-11 00:00:00,63.6
2002-12-12 00:00:00,63.6
2002-12-13 00:00:00,63.7
2002-12-14 00:00:00,64.4
2002-12-15 00:00:00,65.0
2002-12-16 00:00:00,65.1
2002-12-17 00:00:00,64.7
2002-12-18 00:00:00,66.1
2002-12-19 00:00:00,74.9
2002-12-20 00:00:00,89.6
2002-12-21 00:00:00,95.9
2002-12-22 00:00:00,92.0
2002-12-23 00:00:00,86.0
2002-12-24 00:00:00,83.1
2002-12-25 00:00:00,83.5
2002-12-26 00:00:00,80.7
2002-12-27 00:00:00,77.9
2002-12-28 00:00:00,76.0
2002-12-29 00:00:00,78.0
2002-12-30 00:00:00,81.0
2002-12-31 00:00:00,83.0
2003-01-01 00:00:00,83.9
2003-01-02 00:00:00,81.8
2003-01-03 00:00:00,79.5
2003-01-04 00:00:00,77.7
2003-01-05 00:00:00,76.2
2003-01-06 00:00:00,76.1
2003-01-07 00:00:00,72.8
2003-01-08 00:00:00,72.3
2003-01-09 00:00:00,73.0
2003-01-10 00:00:00,73.7
2003-01-11 00:00:00,72.1
2003-01-12 00:00:00,70.9
2003-01-13 00:00:00,68.2
2003-01-14 00:00:00,66.3
2003-01-15 00:00:00,64.2
2003-01-16 00:00:00,62.1
2003-01-17 00:00:00,62.1
2003-01-18 00:00:00,60.8
2003-01-19 00:00:00,60.8
2003-01-20 00:00:00,61.9
2003-01-21 00:00:00,60.0
2003-01-22 00:00:00,56.6
2003-01-23 00:00:00,53.9
2003-01-24 00:00:00,54.0
2003-01-25 00:00:00,54.5
2003-01-26 00:00:00,54.7
2003-01-27 00:00:00,53.7
2003-01-28 00:00:00,53.5
2003-01-29 00:00:00,55.2
2003-01-30 00:00:00,54.2
2003-01-31 00:00:00,54.3
2003-02-01 00:00:00,55.2
2003-02-02 00:00:00,56.3
2003-02-03 00:00:00,59.5
2003-02-04 00:00:00,73.6
2003-02-05 00:00:00,75.7
2003-02-06 00:00:00,73.9
2003-02-07 00:00:00,71.9
2003-02-08 00:00:00,69.8
2003-02-09 00:00:00,67.4
2003-02-10 00:00:00,65.2
2003-02-11 00:00:00,62.2
2003-02-12 00:00:00,61.9
2003-02-13 00:00:00,60.8
2003-02-14 00:00:00,59.4
2003-02-15 00:00:00,58.9
2003-02-16 00:00:00,56.6
2003-02-17 00:00:00,56.2
2003-02-18 00:00:00,55.8
2003-02-19 00:00:00,54.9
2003-02-20 00:00:00,54.8
2003-02-21 00:00:00,56.9
2003-02-22 00:00:00,59.6
2003-02-23 00:00:00,62.9
2003-02-24 00:00:00,62.1
2003-02-25 00:00:00,62.1
2003-02-26 00:00:00,62.1
2003-02-27 00:00:00,60.6
2003-02-28 00:00:00,60.6
2003-03-01 00:00:00,61.5
2003-03-02 00:00:00,63.1
2003-03-03 00:00:00,63.5
2003-03-04 00:00:00,64.4
2003-03-05 00:00:00,71.4
2003-03-06 00:00:00,71.4
2003-03-07 00:00:00,71.4
2003-03-08 00:00:00,74.0
2003-03-09 00:00:00,77.7
2003-03-10 00:00:00,77.7
2003-03-11 00:00:00,75.6
2003-03-12 00:00:00,74.1
2003-03-13 00:00:00,79.0
2003-03-14 00:00:00,78.4
2003-03-15 00:00:00,79.2
2003-03-16 00:00:00,97.0
2003-03-17 00:00:00,127
2003-03-18 00:00:00,143
2003-03-19 00:00:00,144
2003-03-20 00:00:00,141
2003-03-21 00:00:00,155
2003-03-22 00:00:00,159
2003-03-23 00:00:00,149
2003-03-24 00:00:00,138
2003-03-25 00:00:00,132
2003-03-26 00:00:00,92.5
2003-03-27 00:00:00,79.8
2003-03-28 00:00:00,66.1
2003-03-29 00:00:00,84.5
2003-03-30 00:00:00,115
2003-03-31 00:00:00,120
2003-04-01 00:00:00,115
2003-04-02 00:00:00,89.0
2003-04-03 00:00:00,78.3
2003-04-04 00:00:00,130
2003-04-05 00:00:00,188
2003-04-06 00:00:00,216
2003-04-07 00:00:00,111
2003-04-08 00:00:00,70.7
2003-04-09 00:00:00,53.8
2003-04-10 00:00:00,57.3
2003-04-11 00:00:00,91.8
2003-04-12 00:00:00,120
2003-04-13 00:00:00,129
2003-04-14 00:00:00,92.7
2003-04-15 00:00:00,88.2
2003-04-16 00:00:00,68.7
2003-04-17 00:00:00,51.4
2003-04-18 00:00:00,64.6
2003-04-19 00:00:00,74.8
2003-04-20 00:00:00,81.4
2003-04-21 00:00:00,88.3
2003-04-22 00:00:00,88.2
2003-04-23 00:00:00,85.2
2003-04-24 00:00:00,80.7
2003-04-25 00:00:00,56.6
2003-04-26 00:00:00,53.2
2003-04-27 00:00:00,54.6
2003-04-28 00:00:00,58.2
2003-04-29 00:00:00,63.9
2003-04-30 00:00:00,64.8
2003-05-01 00:00:00,79.0
2003-05-02 00:00:00,93.5
2003-05-03 00:00:00,96.3
2003-05-04 00:00:00,91.8
2003-05-05 00:00:00,93.9
2003-05-06 00:00:00,97.1
2003-05-07 00:00:00,99.2
2003-05-08 00:00:00,97.7
2003-05-09 00:00:00,101
2003-05-10 00:00:00,100
2003-05-11 00:00:00,96.4
2003-05-12 00:00:00,108
2003-05-13 00:00:00,111
2003-05-14 00:00:00,109
2003-05-15 00:00:00,109
2003-05-16 00:00:00,111
2003-05-17 00:00:00,107
2003-05-18 00:00:00,102
2003-05-19 00:00:00,100
2003-05-20 00:00:00,91.8
2003-05-21 00:00:00,92.0
2003-05-22 00:00:00,86.0
2003-05-23 00:00:00,78.0
2003-05-24 00:00:00,75.8
2003-05-25 00:00:00,74.4
2003-05-26 00:00:00,70.2
2003-05-27 00:00:00,67.2
2003-05-28 00:00:00,65.0
2003-05-29 00:00:00,61.0
2003-05-30 00:00:00,56.1
2003-05-31 00:00:00,72.5
2003-06-01 00:00:00,72.1
2003-06-02 00:00:00,71.6
2003-06-03 00:00:00,72.8
2003-06-04 00:00:00,70.4
2003-06-05 00:00:00,73.8
2003-06-06 00:00:00,74.6
2003-06-07 00:00:00,77.1
2003-06-08 00:00:00,81.5
2003-06-09 00:00:00,85.3
2003-06-10 00:00:00,87.4
2003-06-11 00:00:00,92.5
2003-06-12 00:00:00,102
2003-06-13 00:00:00,109
2003-06-14 00:00:00,112
2003-06-15 00:00:00,109
2003-06-16 00:00:00,101
2003-06-17 00:00:00,97.0
2003-06-18 00:00:00,103
2003-06-19 00:00:00,151
2003-06-20 00:00:00,158
2003-06-21 00:00:00,156
2003-06-22 00:00:00,140
2003-06-23 00:00:00,124
2003-06-24 00:00:00,110
2003-06-25 00:00:00,96.6
2003-06-26 00:00:00,85.5
2003-06-27 00:00:00,78.4
2003-06-28 00:00:00,72.6
2003-06-29 00:00:00,69.9
2003-06-30 00:00:00,62.5
2003-07-01 00:00:00,59.3
2003-07-02 00:00:00,55.4
2003-07-03 00:00:00,48.7
2003-07-04 00:00:00,45.0
2003-07-05 00:00:00,42.0
2003-07-06 00:00:00,39.0
2003-07-07 00:00:00,38.0
2003-07-08 00:00:00,35.0
2003-07-09 00:00:00,40.1
2003-07-10 00:00:00,37.5
2003-07-11 00:00:00,36.2
2003-07-12 00:00:00,34.2
2003-07-13 00:00:00,32.1
2003-07-14 00:00:00,29.4
2003-07-15 00:00:00,26.9
2003-07-16 00:00:00,26.4
2003-07-17 00:00:00,24.2
2003-07-18 00:00:00,25.2
2003-07-19 00:00:00,21.8
2003-07-20 00:00:00,20.4
2003-07-21 00:00:00,23.0
2003-07-22 00:00:00,35.0
2003-07-23 00:00:00,30.1
2003-07-24 00:00:00,24.6
2003-07-25 00:00:00,22.6
2003-07-26 00:00:00,22.4
2003-07-27 00:00:00,25.3
2003-07-28 00:00:00,26.8
2003-07-29 00:00:00,25.5
2003-07-30 00:00:00,25.8
2003-07-31 00:00:00,25.7
2003-08-01 00:00:00,26.1
2003-08-02 00:00:00,28.8
2003-08-03 00:00:00,29.1
2003-08-04 00:00:00,31.1
2003-08-05 00:00:00,30.9
2003-08-06 00:00:00,30.1
2003-08-07 00:00:00,28.2
2003-08-08 00:00:00,28.2
2003-08-09 00:00:00,25.8
2003-08-10 00:00:00,23.4
2003-08-11 00:00:00,23.6
2003-08-12 00:00:00,23.5
2003-08-13 00:00:00,23.7
2003-08-14 00:00:00,24.0
2003-08-15 00:00:00,26.9
2003-08-16 00:00:00,33.1
2003-08-17 00:00:00,35.1
2003-08-18 00:00:00,31.6
2003-08-19 00:00:00,30.5
2003-08-20 00:00:00,29.2
2003-08-21 00:00:00,27.9
2003-08-22 00:00:00,36.9
2003-08-23 00:00:00,32.1
2003-08-24 00:00:00,25.8
2003-08-25 00:00:00,23.8
2003-08-26 00:00:00,32.1
2003-08-27 00:00:00,34.2
2003-08-28 00:00:00,29.7
2003-08-29 00:00:00,27.0
2003-08-30 00:00:00,25.3
2003-08-31 00:00:00,22.9
2003-09-01 00:00:00,28.2
2003-09-02 00:00:00,29.2
2003-09-03 00:00:00,27.3
2003-09-04 00:00:00,26.5
2003-09-05 00:00:00,23.7
2003-09-06 00:00:00,22.1
2003-09-07 00:00:00,22.1
2003-09-08 00:00:00,23.4
2003-09-09 00:00:00,22.6
2003-09-10 00:00:00,22.7
2003-09-11 00:00:00,22.2
2003-09-12 00:00:00,22.1
2003-09-13 00:00:00,21.5
2003-09-14 00:00:00,21.1
2003-09-15 00:00:00,23.1
2003-09-16 00:00:00,23.2
2003-09-17 00:00:00,24.0
2003-09-18 00:00:00,25.3
2003-09-19 00:00:00,24.0
2003-09-20 00:00:00,24.5
2003-09-21 00:00:00,25.4
2003-09-22 00:00:00,38.0
2003-09-23 00:00:00,47.2
2003-09-24 00:00:00,50.8
2003-09-25 00:00:00,62.1
2003-09-26 00:00:00,59.9
2003-09-27 00:00:00,59.6
2003-09-28 00:00:00,55.3
2003-09-29 00:00:00,48.7
2003-09-30 00:00:00,44.1
2003-10-01 00:00:00,40.6
2003-10-02 00:00:00,38.4
2003-10-03 00:00:00,36.0
2003-10-04 00:00:00,42.5
2003-10-05 00:00:00,41.1
2003-10-06 00:00:00,40.1
2003-10-07 00:00:00,38.7
2003-10-08 00:00:00,40.1
2003-10-09 00:00:00,41.1
2003-10-10 00:00:00,40.6
2003-10-11 00:00:00,38.8
2003-10-12 00:00:00,36.2
2003-10-13 00:00:00,36.4
2003-10-14 00:00:00,46.8
2003-10-15 00:00:00,63.8
2003-10-16 00:00:00,71.1
2003-10-17 00:00:00,70.8
2003-10-18 00:00:00,65.4
2003-10-19 00:00:00,63.0
2003-10-20 00:00:00,58.4
2003-10-21 00:00:00,61.1
2003-10-22 00:00:00,63.9
2003-10-23 00:00:00,62.9
2003-10-24 00:00:00,61.8
2003-10-25 00:00:00,69.8
2003-10-26 00:00:00,77.1
2003-10-27 00:00:00,80.1
2003-10-28 00:00:00,78.4
2003-10-29 00:00:00,79.0
2003-10-30 00:00:00,78.4
2003-10-31 00:00:00,157
2003-11-01 00:00:00,149
2003-11-02 00:00:00,125
2003-11-03 00:00:00,195
2003-11-04 00:00:00,185
2003-11-05 00:00:00,202
2003-11-06 00:00:00,180
2003-11-07 00:00:00,192
2003-11-08 00:00:00,173
2003-11-09 00:00:00,129
2003-11-10 00:00:00,176
2003-11-11 00:00:00,186
2003-11-12 00:00:00,139
2003-11-13 00:00:00,103
2003-11-14 00:00:00,167
2003-11-15 00:00:00,168
2003-11-16 00:00:00,131
2003-11-17 00:00:00,171
2003-11-18 00:00:00,169
2003-11-19 00:00:00,166
2003-11-20 00:00:00,174
2003-11-21 00:00:00,178
2003-11-22 00:00:00,149
2003-11-23 00:00:00,126
2003-11-24 00:00:00,126
2003-11-25 00:00:00,154
2003-11-26 00:00:00,154
2003-11-27 00:00:00,139
2003-11-28 00:00:00,137
2003-11-29 00:00:00,142
2003-11-30 00:00:00,147
2003-12-01 00:00:00,165
2003-12-02 00:00:00,161
2003-12-03 00:00:00,146
2003-12-04 00:00:00,137
2003-12-05 00:00:00,131
2003-12-06 00:00:00,124
2003-12-07 00:00:00,121
2003-12-08 00:00:00,119
2003-12-09 00:00:00,117
2003-12-10 00:00:00,123
2003-12-11 00:00:00,132
2003-12-12 00:00:00,133
2003-12-13 00:00:00,127
2003-12-14 00:00:00,123
2003-12-15 00:00:00,114
2003-12-16 00:00:00,109
2003-12-17 00:00:00,110
2003-12-18 00:00:00,108
2003-12-19 00:00:00,104
2003-12-20 00:00:00,98.5
2003-12-21 00:00:00,95.3
2003-12-22 00:00:00,93.0
2003-12-23 00:00:00,102
2003-12-24 00:00:00,111
2003-12-25 00:00:00,115
2003-12-26 00:00:00,113
2003-12-27 00:00:00,109
2003-12-28 00:00:00,105
2003-12-29 00:00:00,113
2003-12-30 00:00:00,130
2003-12-31 00:00:00,138
2004-01-01 00:00:00,137
2004-01-02 00:00:00,136
2004-01-03 00:00:00,133
2004-01-04 00:00:00,134
2004-01-05 00:00:00,131
2004-01-06 00:00:00,121
2004-01-07 00:00:00,116
2004-01-08 00:00:00,113
2004-01-09 00:00:00,110
2004-01-10 00:00:00,106
2004-01-11 00:00:00,102
2004-01-12 00:00:00,99.4
2004-01-13 00:00:00,97.4
2004-01-14 00:00:00,99.0
2004-01-15 00:00:00,99.5
2004-01-16 00:00:00,99.8
2004-01-17 00:00:00,99.3
2004-01-18 00:00:00,97.4
2004-01-19 00:00:00,95.3
2004-01-20 00:00:00,90.5
2004-01-21 00:00:00,88.5
2004-01-22 00:00:00,87.7
2004-01-23 00:00:00,85.7
2004-01-24 00:00:00,85.5
2004-01-25 00:00:00,83.3
2004-01-26 00:00:00,82.8
2004-01-27 00:00:00,83.1
2004-01-28 00:00:00,83.2
2004-01-29 00:00:00,81.1
2004-01-30 00:00:00,82.0
2004-01-31 00:00:00,79.4
2004-02-01 00:00:00,77.8
2004-02-02 00:00:00,77.2
2004-02-03 00:00:00,76.2
2004-02-04 00:00:00,76.2
2004-02-05 00:00:00,76.2
2004-02-06 00:00:00,78.4
2004-02-07 00:00:00,79.4
2004-02-08 00:00:00,78.2
2004-02-09 00:00:00,77.8
2004-02-10 00:00:00,77.8
2004-02-11 00:00:00,76.6
2004-02-12 00:00:00,76.3
2004-02-13 00:00:00,76.7
2004-02-14 00:00:00,74.8
2004-02-15 00:00:00,73.0
2004-02-16 00:00:00,70.8
2004-02-17 00:00:00,69.7
2004-02-18 00:00:00,68.2
2004-02-19 00:00:00,69.5
2004-02-20 00:00:00,72.7
2004-02-21 00:00:00,81.0
2004-02-22 00:00:00,85.5
2004-02-23 00:00:00,87.5
2004-02-24 00:00:00,89.2
2004-02-25 00:00:00,87.4
2004-02-26 00:00:00,86.3
2004-02-27 00:00:00,86.0
2004-02-28 00:00:00,87.0
2004-02-29 00:00:00,91.1
2004-03-01 00:00:00,98.4
2004-03-02 00:00:00,115
2004-03-03 00:00:00,130
2004-03-04 00:00:00,142
2004-03-05 00:00:00,172
2004-03-06 00:00:00,196
2004-03-07 00:00:00,204
2004-03-08 00:00:00,204
2004-03-09 00:00:00,194
2004-03-10 00:00:00,179
2004-03-11 00:00:00,168
2004-03-12 00:00:00,160
2004-03-13 00:00:00,153
2004-03-14 00:00:00,145
2004-03-15 00:00:00,144
2004-03-16 00:00:00,150
2004-03-17 00:00:00,141
2004-03-18 00:00:00,133
2004-03-19 00:00:00,70.9
2004-03-20 00:00:00,63.5
2004-03-21 00:00:00,94.8
2004-03-22 00:00:00,109
2004-03-23 00:00:00,78.8
2004-03-24 00:00:00,75.7
2004-03-25 00:00:00,77.0
2004-03-26 00:00:00,55.5
2004-03-27 00:00:00,67.4
2004-03-28 00:00:00,91.1
2004-03-29 00:00:00,65.9
2004-03-30 00:00:00,46.4
2004-03-31 00:00:00,56.8
2004-04-01 00:00:00,74.0
2004-04-02 00:00:00,81.6
2004-04-03 00:00:00,84.0
2004-04-04 00:00:00,90.9
2004-04-05 00:00:00,47.8
2004-04-06 00:00:00,43.3
2004-04-07 00:00:00,58.2
2004-04-08 00:00:00,67.9
2004-04-09 00:00:00,43.1
2004-04-10 00:00:00,34.7
2004-04-11 00:00:00,47.9
2004-04-12 00:00:00,56.0
2004-04-13 00:00:00,37.3
2004-04-14 00:00:00,29.1
2004-04-15 00:00:00,38.8
2004-04-16 00:00:00,45.1
2004-04-17 00:00:00,51.5
2004-04-18 00:00:00,49.4
2004-04-19 00:00:00,46.8
2004-04-20 00:00:00,53.0
2004-04-21 00:00:00,47.2
2004-04-22 00:00:00,52.0
2004-04-23 00:00:00,36.2
2004-04-24 00:00:00,32.2
2004-04-25 00:00:00,34.9
2004-04-26 00:00:00,38.1
2004-04-27 00:00:00,36.8
2004-04-28 00:00:00,33.0
2004-04-29 00:00:00,34.6
2004-04-30 00:00:00,40.8
2004-05-01 00:00:00,50.3
2004-05-02 00:00:00,66.3
2004-05-03 00:00:00,59.2
2004-05-04 00:00:00,55.8
2004-05-05 00:00:00,61.8
2004-05-06 00:00:00,60.4
2004-05-07 00:00:00,62.4
2004-05-08 00:00:00,50.9
2004-05-09 00:00:00,65.5
2004-05-10 00:00:00,119
2004-05-11 00:00:00,180
2004-05-12 00:00:00,205
2004-05-13 00:00:00,217
2004-05-14 00:00:00,220
2004-05-15 00:00:00,215
2004-05-16 00:00:00,199
2004-05-17 00:00:00,185
2004-05-18 00:00:00,181
2004-05-19 00:00:00,169
2004-05-20 00:00:00,151
2004-05-21 00:00:00,168
2004-05-22 00:00:00,210
2004-05-23 00:00:00,301
2004-05-24 00:00:00,365
2004-05-25 00:00:00,385
2004-05-26 00:00:00,385
2004-05-27 00:00:00,373
2004-05-28 00:00:00,360
2004-05-29 00:00:00,338
2004-05-30 00:00:00,326
2004-05-31 00:00:00,316
2004-06-01 00:00:00,301
2004-06-02 00:00:00,288
2004-06-03 00:00:00,270
2004-06-04 00:00:00,245
2004-06-05 00:00:00,222
2004-06-06 00:00:00,200
2004-06-07 00:00:00,181
2004-06-08 00:00:00,167
2004-06-09 00:00:00,161
2004-06-10 00:00:00,202
2004-06-11 00:00:00,239
2004-06-12 00:00:00,257
2004-06-13 00:00:00,262
2004-06-14 00:00:00,295
2004-06-15 00:00:00,328
2004-06-16 00:00:00,326
2004-06-17 00:00:00,326
2004-06-18 00:00:00,305
2004-06-19 00:00:00,275
2004-06-20 00:00:00,246
2004-06-21 00:00:00,229
2004-06-22 00:00:00,215
2004-06-23 00:00:00,197
2004-06-24 00:00:00,185
2004-06-25 00:00:00,172
2004-06-26 00:00:00,151
2004-06-27 00:00:00,130
2004-06-28 00:00:00,113
2004-06-29 00:00:00,100
2004-06-30 00:00:00,90.1
2004-07-01 00:00:00,78.5
2004-07-02 00:00:00,72.1
2004-07-03 00:00:00,64.2
2004-07-04 00:00:00,62.1
2004-07-05 00:00:00,66.1
2004-07-06 00:00:00,65.2
2004-07-07 00:00:00,80.4
2004-07-08 00:00:00,77.5
2004-07-09 00:00:00,75.5
2004-07-10 00:00:00,70.8
2004-07-11 00:00:00,68.3
2004-07-12 00:00:00,94.6
2004-07-13 00:00:00,103
2004-07-14 00:00:00,93.5
2004-07-15 00:00:00,83.9
2004-07-16 00:00:00,78.2
2004-07-17 00:00:00,83.2
2004-07-18 00:00:00,93.1
2004-07-19 00:00:00,96.0
2004-07-20 00:00:00,95.5
2004-07-21 00:00:00,99.1
2004-07-22 00:00:00,157
2004-07-23 00:00:00,157
2004-07-24 00:00:00,145
2004-07-25 00:00:00,128
2004-07-26 00:00:00,112
2004-07-27 00:00:00,136
2004-07-28 00:00:00,185
2004-07-29 00:00:00,208
2004-07-30 00:00:00,215
2004-07-31 00:00:00,250
2004-08-01 00:00:00,230
2004-08-02 00:00:00,204
2004-08-03 00:00:00,197
2004-08-04 00:00:00,206
2004-08-05 00:00:00,201
2004-08-06 00:00:00,184
2004-08-07 00:00:00,168
2004-08-08 00:00:00,151
2004-08-09 00:00:00,134
2004-08-10 00:00:00,137
2004-08-11 00:00:00,126
2004-08-12 00:00:00,116
2004-08-13 00:00:00,107
2004-08-14 00:00:00,97.0
2004-08-15 00:00:00,89.0
2004-08-16 00:00:00,82.6
2004-08-17 00:00:00,77.9
2004-08-18 00:00:00,75.7
2004-08-19 00:00:00,74.3
2004-08-20 00:00:00,71.4
2004-08-21 00:00:00,70.5
2004-08-22 00:00:00,63.6
2004-08-23 00:00:00,63.6
2004-08-24 00:00:00,65.1
2004-08-25 00:00:00,57.4
2004-08-26 00:00:00,59.1
2004-08-27 00:00:00,59.5
2004-08-28 00:00:00,88.9
2004-08-29 00:00:00,101
2004-08-30 00:00:00,99.0
2004-08-31 00:00:00,91.1
2004-09-01 00:00:00,85.9
2004-09-02 00:00:00,80.3
2004-09-03 00:00:00,75.2
2004-09-04 00:00:00,72.1
2004-09-05 00:00:00,69.2
2004-09-06 00:00:00,66.8
2004-09-07 00:00:00,73.0
2004-09-08 00:00:00,76.6
2004-09-09 00:00:00,70.1
2004-09-10 00:00:00,66.4
2004-09-11 00:00:00,63.8
2004-09-12 00:00:00,63.4
2004-09-13 00:00:00,61.7
2004-09-14 00:00:00,58.5
2004-09-15 00:00:00,55.7
2004-09-16 00:00:00,54.7
2004-09-17 00:00:00,53.6
2004-09-18 00:00:00,46.8
2004-09-19 00:00:00,44.5
2004-09-20 00:00:00,43.1
2004-09-21 00:00:00,42.6
2004-09-22 00:00:00,42.9
2004-09-23 00:00:00,43.1
2004-09-24 00:00:00,43.5
2004-09-25 00:00:00,43.6
2004-09-26 00:00:00,43.2
2004-09-27 00:00:00,43.3
2004-09-28 00:00:00,44.3
2004-09-29 00:00:00,41.7
2004-09-30 00:00:00,40.5
2004-10-01 00:00:00,41.2
2004-10-02 00:00:00,46.3
2004-10-03 00:00:00,46.1
2004-10-04 00:00:00,45.3
2004-10-05 00:00:00,43.6
2004-10-06 00:00:00,41.2
2004-10-07 00:00:00,42.0
2004-10-08 00:00:00,41.5
2004-10-09 00:00:00,48.4
2004-10-10 00:00:00,49.2
2004-10-11 00:00:00,46.9
2004-10-12 00:00:00,46.2
2004-10-13 00:00:00,48.1
2004-10-14 00:00:00,49.7
2004-10-15 00:00:00,53.9
2004-10-16 00:00:00,62.5
2004-10-17 00:00:00,71.9
2004-10-18 00:00:00,75.2
2004-10-19 00:00:00,72.5
2004-10-20 00:00:00,67.8
2004-10-21 00:00:00,67.0
2004-10-22 00:00:00,66.8
2004-10-23 00:00:00,68.1
2004-10-24 00:00:00,72.9
2004-10-25 00:00:00,75.3
2004-10-26 00:00:00,78.2
2004-10-27 00:00:00,79.3
2004-10-28 00:00:00,75.1
2004-10-29 00:00:00,83.0
2004-10-30 00:00:00,85.0
2004-10-31 00:00:00,91.8
2004-11-01 00:00:00,150
2004-11-02 00:00:00,174
2004-11-03 00:00:00,180
2004-11-04 00:00:00,190
2004-11-05 00:00:00,157
2004-11-06 00:00:00,141
2004-11-07 00:00:00,131
2004-11-08 00:00:00,184
2004-11-09 00:00:00,177
2004-11-10 00:00:00,182
2004-11-11 00:00:00,170
2004-11-12 00:00:00,129
2004-11-13 00:00:00,107
2004-11-14 00:00:00,95.2
2004-11-15 00:00:00,153
2004-11-16 00:00:00,157
2004-11-17 00:00:00,188
2004-11-18 00:00:00,186
2004-11-19 00:00:00,185
2004-11-20 00:00:00,166
2004-11-21 00:00:00,137
2004-11-22 00:00:00,120
2004-11-23 00:00:00,150
2004-11-24 00:00:00,160
2004-11-25 00:00:00,151
2004-11-26 00:00:00,144
2004-11-27 00:00:00,140
2004-11-28 00:00:00,146
2004-11-29 00:00:00,197
2004-11-30 00:00:00,198
2004-12-01 00:00:00,180
2004-12-02 00:00:00,177
2004-12-03 00:00:00,172
2004-12-04 00:00:00,160
2004-12-05 00:00:00,154
2004-12-06 00:00:00,146
2004-12-07 00:00:00,148
2004-12-08 00:00:00,171
2004-12-09 00:00:00,181
2004-12-10 00:00:00,167
2004-12-11 00:00:00,205
2004-12-12 00:00:00,206
2004-12-13 00:00:00,214
2004-12-14 00:00:00,112
2004-12-15 00:00:00,86.1
2004-12-16 00:00:00,92.5
2004-12-17 00:00:00,93.0
2004-12-18 00:00:00,93.5
2004-12-19 00:00:00,96.5
2004-12-20 00:00:00,96.5
2004-12-21 00:00:00,63.2
2004-12-22 00:00:00,128
2004-12-23 00:00:00,203
2004-12-24 00:00:00,171
2004-12-25 00:00:00,154
2004-12-26 00:00:00,142
2004-12-27 00:00:00,133
2004-12-28 00:00:00,130
2004-12-29 00:00:00,130
2004-12-30 00:00:00,129
2004-12-31 00:00:00,143
2005-01-01 00:00:00,166
2005-01-02 00:00:00,189
2005-01-03 00:00:00,248
2005-01-04 00:00:00,263
2005-01-05 00:00:00,288
2005-01-06 00:00:00,282
2005-01-07 00:00:00,179
2005-01-08 00:00:00,167
2005-01-09 00:00:00,186
2005-01-10 00:00:00,192
2005-01-11 00:00:00,199
2005-01-12 00:00:00,216
2005-01-13 00:00:00,269
2005-01-14 00:00:00,332
2005-01-15 00:00:00,348
2005-01-16 00:00:00,348
2005-01-17 00:00:00,332
2005-01-18 00:00:00,300
2005-01-19 00:00:00,279
2005-01-20 00:00:00,260
2005-01-21 00:00:00,250
2005-01-22 00:00:00,240
2005-01-23 00:00:00,230
2005-01-24 00:00:00,222
2005-01-25 00:00:00,217
2005-01-26 00:00:00,211
2005-01-27 00:00:00,206
2005-01-28 00:00:00,204
2005-01-29 00:00:00,199
2005-01-30 00:00:00,193
2005-01-31 00:00:00,187
2005-02-01 00:00:00,182
2005-02-02 00:00:00,174
2005-02-03 00:00:00,168
2005-02-04 00:00:00,161
2005-02-05 00:00:00,157
2005-02-06 00:00:00,154
2005-02-07 00:00:00,157
